word,phonetic,pos,definition,source
main,meɪn,,a.主要的；最大的,外研社初中
excellent,'ɛksələnt,,a.极好的；优秀的,外研社初中
agree,ə'ɡri,,v.赞同,外研社初中
agree with sb.,,,同意某人,外研社初中
vocabulary,və'kæbjəlɛri,,n.词汇；词汇量,外研社初中
ask for,,,请求（给予）,外研社初中
improve,ɪm'pruv,,v.改进；改善,外研社初中
basic,'beɪsɪk,,a.主要的；基础的,外研社初中
time,taɪm,,n.次；回,外研社初中
advise,əd'vaɪz,,v.向⋯⋯提出意见；忠告；建议,外研社初中
shy,ʃaɪ,,a.羞怯的；腼腆的,外研社初中
conversation,",kɑnvɚ'seʃən",,n.谈话；交谈,外研社初中
quickly,'kwɪkli,,ad.快地；迅速地,外研社初中
natural,'nætʃrəl,,a.合理的；合乎常情的,外研社初中
suggest,sə'dʒɛst,,v.建议；提议,外研社初中
place,ples,,v.放置,外研社初中
hill,hɪl,,n.小山；小丘,外研社初中
population,ˌpɑpjuˈleɪʃn,,n.（某一地区的）人口，全体居民,外研社初中
wide,waɪd,,a.宽的；宽阔的,外研社初中
million,'mɪljən,,num.百万,外研社初中
pretty,ˈprɪtɪ,,ad.[主口]相当地；非常；很,外研社初中
pretty good,,,相当好；很好,外研社初中
than,ðæn,,prep.比,外研社初中
get,ɡɛt,,v.成为；变成,外研社初中
north,nɔrθ,,n.北；北方 a.在北方的；朝北的,外研社初中
south,saʊθ,,n.南；南方 a.在南方的；朝南的,外研社初中
west,wɛst,,n.西；西方 a.在西方的；朝西的,外研社初中
home town,,,故乡；家乡,外研社初中
especially,ɪˈspɛʃlɪ,,ad.尤其,外研社初中
be famous for,,,因⋯⋯而闻名,外研社初中
university,",junɪ'vɝsəti",,n.大学,外研社初中
island,'aɪlənd,,n.岛；岛屿,外研社初中
area,ˈeriə,,n.地区；区域,外研社初中
low,ləʊ,,a.矮的；低的,外研社初中
mountain,ˈmaʊntn,,n.山；山岳,外研社初中
countryside,'kʌntrɪsaɪd,,n.农村地区；乡下,外研社初中
umbrella,ʌm'brɛlə,,n.雨伞,外研社初中
baseball,'besbɔl,,n.棒球,外研社初中
volleyball,'vɑlɪbɔl,,n.排球,外研社初中
boring,'bɔrɪŋ,,a.烦人的；无聊的,外研社初中
exciting,ɪk'saɪtɪŋ,,a.令人激动的；使人兴奋的,外研社初中
relaxing,rɪ'læksɪŋ,,a.令人愉悦的；使人放松的,外研社初中
score,skɔ,,v.（体育比赛中）得（分）,外研社初中
already,ɔl'rɛdi,,ad.已经；早已,外研社初中
matter,'mætɚ,,n.问题；麻烦,外研社初中
What's the matter?,,,怎么了？,外研社初中
hurt,hɝ​t,,v.(hurt) （使）疼痛；（使）受伤,外研社初中
enjoyable,ɪn'dʒɔɪəbl,,a.令人愉快的；有乐趣的,外研社初中
Olympics,əu'limpiks,,n.奥林匹克运动会,外研社初中
stadium,'stedɪəm,,n.体育场,外研社初中
miss,mɪs,,v.未击中；未达到,外研社初中
mind,maɪnd,,v.介意；讨厌；反对,外研社初中
plenty,'plɛnti,,pron.大量；众多,外研社初中
plenty of,,,大量；众多,外研社初中
beat,bit,,v.(beat) 打败；战胜,外研社初中
careless,'kɛrləs,,a.粗心的；疏忽的,外研社初中
cheer ⋯ on,,,用欢呼声激励；为⋯⋯加油,外研社初中
coach,kotʃ,,n.教练,外研社初中
fan club,,,球迷（或影迷、歌迷）俱乐部,外研社初中
against,əˈɡɛnst;əˈɡenst,,prep.（在比赛或战斗中）对（某人或某事物）,外研社初中
train,tren,,v.（体育）训练，操练,外研社初中
practice,'præktɪs,,n.练习,外研社初中
warm,wɔrm,,v.使暖和；使温暖,外研社初中
warm up,,,热身；做准备活动,外研社初中
usual,'juʒuəl,,a.通常的；平常的,外研社初中
better,'bɛtɚ,,ad.更好地 a.更好的,外研社初中
after-school,'æftəskʊl,,a.下午放学后的；课外的,外研社初中
pleased,plizd,,a.开心的；满足的,外研社初中
pass,pæs,,v.传递；传送,外研社初中
pity,'pɪtɪ,,n.可惜；遗憾,外研社初中
chance,tʃæns,,n.可能性；机会,外研社初中
loudly,'laʊdli,,ad.响亮地；大声地,外研社初中
confident,'kɑnfɪdənt,,a.自信的,外研社初中
road,rod,,n.路；（尤指）公路,外研社初中
accident,'æksədənt,,n.交通事故；意外事件,外研社初中
except,ɪk'sɛpt,,prep.除⋯⋯之外,外研社初中
choice,tʃɔɪs,,n.选择,外研社初中
classmate,'klæsmet,,n.同班同学,外研社初中
far,fɑr,,ad.远；遥远 a.远的；遥远的,外研社初中
far from,,,远离,外研社初中
close,kloz,,a.（距离上）近的，接近的 ad.（距离上）接近地,外研社初中
crowded,'kraʊdɪd,,a.拥挤的；人数过多的,外研社初中
all the time,,,一直；不断地,外研社初中
journey,ˈdʒɝ​nɪ,,n.旅行；旅程,外研社初中
book,bʊk,,v.预订,外研社初中
park,pɑrk,,v.停放（车）；泊（车）,外研社初中
outside,",aʊt'saɪd",,prep.在⋯⋯之外 ad.在外面；朝户外 n.外面；外部 a.外部的；外表的,外研社初中
however,haʊ'ɛvɚ,,ad.然而；但是,外研社初中
cost,kɔst,,v.(cost) 价钱为；花费 n.价钱；成本；代价,外研社初中
actress,'æktrɪs,,n.女演员,外研社初中
teahouse,'tiːhaʊs,,n.（尤指亚洲的）茶馆,外研社初中
offer,'ɔfɚ,,v.提议；提出,外研社初中
end,ɛnd,,n.（时间的）最后一段，末尾 v.结束,外研社初中
in the end,,,最后；终于,外研社初中
no idea,,,不知道,外研社初中
act,ækt,,n.（戏剧、歌剧或芭蕾舞的）一幕,外研社初中
show,ʃo,,v.展示；显示 n.演出；表演,外研社初中
common,'kɑmən,,a.普通的；一般的,外研社初中
twentieth,ˈtwɛntɪɪθ,,num.第二十,外研社初中
describe,dɪ'skraɪb,,v.描写；描述,外研社初中
society,səˈsaɪətɪ,,n.社会,外研社初中
head teacher,,,校长,外研社初中
college,'kɑlɪdʒ,,n.大学；学院,外研社初中
novel,ˈnɑːvl,,n.（长篇）小说,外研社初中
name,nem,,v.给⋯⋯取名；给⋯⋯命名,外研社初中
if,ɪf,,conj.如果；若,外研社初中
magic,'mædʒɪk,,a.魔术的；戏法的,外研社初中
snake,snek,,n.蛇,外研社初中
neck,nɛk,,n.颈；脖子,外研社初中
thin,θɪn,,a.薄的；细长的,外研社初中
danger,'dendʒɚ,,n.危险；危害,外研社初中
in danger,,,处于危险中,外研社初中
at last,,,终于；最后,外研社初中
interested,'ɪntrəstɪd,,a.关心的；感兴趣的,外研社初中
allow,ə'laʊ,,v.允许；准许,外研社初中
think of,,,想到；想出,外研社初中
protect,prə'tɛkt,,v.保护；保卫,外研社初中
wild,waɪld,,a.野生的 n.野生环境,外研社初中
grow,ɡro,,v.(grew) （逐渐）变得；生长,外研社初中
take away,,,夺去；拿走,外研社初中
enough,ɪ'nʌf,,a.足够的；充分的,外研社初中
peace,pis,,n.和平；太平,外研社初中
in peace,,,和平地；平静地,外研社初中
notice,'notɪs,,n.布告；告示,外研社初中
look after,,,照顾；照管,外研社初中
raise,rez,,v.筹集（钱款）；抚养；养育,外研社初中
research,'risɝtʃ,,n.研究；探讨,外研社初中
baby,bebɪ,,n.婴儿；婴孩,外研社初中
situation,ˌsɪtʃʊˈeʃən,,n.形势；情况,外研社初中
scientist,'saɪəntɪst,,n.科学家,外研社初中
produce,prəˈdus;(for n.)ˈprɒdus; prɑdus,,v.生育；繁殖,外研社初中
southwest,",saʊθ'wɛst",,n.西南 a.西南的；朝西南的,外研社初中
in order to,,,为了,外研社初中
government,'ɡʌvɚnmənt,,n.政府,外研社初中
set,sɛt,,v.设置；设定,外研社初中
set up,,,开办；设立；创办；建立,外研社初中
nature,'netʃɚ,,n.大自然；自然界,外研社初中
nature park,,,自然公园,外研社初中
develop,dɪ'vɛləp,,v.研制；制定,外研社初中
feed,fid,,v.(fed) 喂养；饲养,外研社初中
symbol,'sɪmbl,,n.象征；标志,外研社初中
fall,fɔl,,v.(fell) 下落；跌落,外研社初中
follow,'fɑlo,,v.跟随；紧跟,外研社初中
hole,hol,,n.洞，孔；穴,外研社初中
rabbit,'ræbɪt,,n.兔；家兔,外研社初中
ssh,ʃ,,int.嘘（示意某人不要说话）,外研社初中
ground,ɡraʊnd,,n.地面,外研社初中
tea party,,,茶会,外研社初中
twice,twaɪs,,ad.两次；两倍,外研社初中
once or twice,,,偶尔；一两次,外研社初中
suddenly,'sʌdnlɪ,,ad.突然地；出乎意料地,外研社初中
pink,pɪŋk,,a.粉红色的 n.粉红色,外研社初中
pocket,'pɑkɪt,,n.衣袋；口袋,外研社初中
field,fild,,n.牧场；田地,外研社初中
think about,,,考虑,外研社初中
deep,dip,,a.（从顶部向下）深的,外研社初中
while,hwaɪl,,conj.当⋯⋯的时候,外研社初中
land,lænd,,v.降落（或跳落、跌落）到地面（或水面上）,外研社初中
dry,draɪ,,a.干的；干燥的,外研社初中
pale,pel,,a.（肤色）苍白的,外研社初中
appear,ə'pɪr,,v.出现；显露,外研社初中
round,raʊnd,,prep.转到（某物的）另一边,外研社初中
corner,'kɔrnɚ,,n.拐角；街角,外研社初中
hit,hɪt,,v.(hit) （使）碰撞,外研社初中
glad,ɡlæd,,a.高兴的；欢喜的,外研社初中
in time,,,及时,外研社初中
fall off,,,从⋯⋯跌落,外研社初中
risk,rɪsk,,n.危险；风险,外研社初中
attention,ə'tɛnʃən,,n.注意力,外研社初中
pay attention,,,注意；留心,外研社初中
side,saɪd,,n.（物体或形状的）侧面,外研社初中
side by side,,,并排地；肩并肩地,外研社初中
bite,baɪt,,v.(bit) 咬；叮,外研社初中
climb,klaɪm,,v.爬；攀爬,外研社初中
hide,haɪd,,v.(hid) 躲；躲藏,外研社初中
throw,θro,,v.(threw) 扔；掷,外研社初中
fridge,frɪdʒ,,n.冰箱,外研社初中
pain,pen,,n.痛；疼痛,外研社初中
worse,wɜrs,,a.更糟的；更坏的 ad.更糟；更严重,外研社初中
medicine,ˈmedɪsn; mɛdəsn,,n.药；药物,外研社初中
noise,nɔɪz,,n.噪声；杂音,外研社初中
prepare,prɪ'pɛr,,v.准备；预备,外研社初中
notes,nots,,n.笔记；随笔 (pl.),外研社初中
report,rɪ'pɔrt,,n.报告；汇报,外研社初中
Grow,ɡro,,v.(grew) 增长；增大,外研社初中
huge,hjudʒ,,a.巨大的；庞大的,外研社初中
cause,kɔz,,v.造成；引起,外研社初中
problem,'prɑbləm,,n.麻烦；问题,外研社初中
increase,ɪnˈkris; ˈɪnˌkris,,v.增大；增长,外研社初中
birth,bɝθ,,n.出生,外研社初中
billion,'bɪljən,,num.十亿,外研社初中
fifth,fɪfθ,,num.第五；五分之一,外研社初中
hang on,,,[口]稍等,外研社初中
flat,flæt,,n.套房；公寓,外研社初中
rubbish,'rʌbɪʃ,,n.垃圾；废弃物,外研社初中
quiet,'kwaɪət,,a.寂静的；安静的,外研社初中
local,ˈloʊkl,,a.当地的；本地的,外研社初中
close down,,,（永久）关闭，关停,外研社初中
pupil,pjupl,,n.学生；（尤指）小学生,外研社初中
pollution,pə'luʃən,,n.污染,外研社初中
public,'pʌblɪk,,a.公共的；公众的,外研社初中
service,'sɝvɪs,,n.公共服务；服务,外研社初中
solve,sɑlv,,v.解决问题,外研社初中
cloud,klaʊd,,n.云；云雾,外研社初中
shower,'ʃaʊɚ,,n.阵雨,外研社初中
snow,sno,,n.雪 v.下雪,外研社初中
storm,stɔrm,,n.暴风雨,外研社初中
cloudy,'klaʊdi,,a.多云的,外研社初中
rainy,'reni,,a.多雨的；下雨的,外研社初中
snowy,'snoɪ,,a.多雪的；下雪的,外研社初中
sunny,'sʌni,,a.晴朗的,外研社初中
windy,'wɪndi,,a.多风的；刮大风的,外研社初中
skate,sket,,v.滑冰,外研社初中
thick,θɪk,,a.厚的,外研社初中
ice,aɪs,,n.冰,外研社初中
joke,dʒok,,v.说笑话；开玩笑 n.笑话；玩笑,外研社初中
might,maɪt,,v aux.可能；也许,外研社初中
temperature,ˈtemprətʃʊər; tɛmpɚ-ˌtʃʊr,,n.温度,外研社初中
minus,'maɪnəs,,a.负的；零下的,外研社初中
degree,dɪ'ɡri,,n.度；度数,外研社初中
although,ɔl'ðo,,conj.然而；尽管,外研社初中
wet,wɛt,,a.下雨的；湿的,外研社初中
neither,ˈniðɚ,,ad.（某人或某事物）也不,外研社初中
terrible,'tɛrəbl,,a.使人烦恼的；可怕的,外研社初中
wish,wɪʃ,,v.但愿；希望,外研社初中
probably,'prɑbəbli,,ad.或许；可能,外研社初中
come on,,,快点,外研社初中
mile,maɪl,,n.英里,外研社初中
Round,raʊnd,,ad.围绕地,外研社初中
northwest,'nɔrθ'wɛst,,n.西北 a.西北的；朝西北的,外研社初中
southeast,",saʊθ'ist",,n.东南 a.东南的；朝东南的,外研社初中
from time to time,,,有时；间或,外研社初中
cap,kæp,,n.（有檐的）帽子,外研社初中
chess,tʃɛs,,n.国际象棋,外研社初中
Set,sɛt,,n.（同类事物的）（一）套，（一）副，（一）组,外研社初中
a chess set,,,一副国际象棋,外研社初中
chopstick,'tʃɑpstɪk,,n.筷子,外研社初中
toy,tɔɪ,,n.玩具,外研社初中
video,'vɪdɪo,,a.（电子）视频的,外研社初中
video game,'vɪdiːoʊ ɡeɪm,,电子游戏,外研社初中
gift,ɡɪft,,n.礼物,外研社初中
surprise,sɚ'praɪz,,n.惊奇；意外之事 v.使（某人）吃惊,外研社初中
immediately,ɪ'midɪətli,,ad.立刻；当即,外研社初中
difference,'dɪfrəns,,n.差别；差异,外研社初中
accept,əkˈsɛpt,,v.收受；接受,外研社初中
tradition,trə'dɪʃən,,n.传统习俗,外研社初中
example,ɪg'zæmpl,,n.例子；实例,外研社初中
for example,fɔr ɪɡˈzæmpəl,,例如,外研社初中
must,mʌst,,v aux.必须；应该,外研社初中
month,mʌnθ,,n.月；月份,外研社初中
serious,'sɪrɪəs,,a.认真严肃的；不开玩笑的,外研社初中
taste,test,,v.有⋯⋯的味道 n.味道；滋味,外研社初中
experience,ɪk'spɪrɪəns,,n.经历；经验,外研社初中
stay,steɪ,,n.逗留；停留,外研社初中
someone,'sʌmwʌn,,pron.某人；有人,外研社初中
for the first time,,,首次；初次,外研社初中
sandwich,'sænwɪtʃ,,n.三明治；夹心面包片,外研社初中
chip,tʃɪp,,n.炸土豆条；炸薯条,外研社初中
fish and chips,,,炸鱼加炸薯条,外研社初中
onto,"ˈɑnˌtu, -tə, ˈɔn-",,prep.到⋯⋯之上；向⋯⋯之上,外研社初中
gentleman,'dʒɛntlmən,,n.先生；男士,外研社初中
shoulder,'ʃoldɚ,,n.肩；肩膀,外研社初中
broken,'brokən,,a.破碎的,外研社初中
glass,ɡlæs,,n.玻璃,外研社初中
stairs,stɛrz,,n.楼梯 (pl.),外研社初中
aid,ed,,n.救助；帮助,外研社初中
first aid,,,急救,外研社初中
medical,'mɛdɪkl,,a.医学的；医疗的,外研社初中
imagine,ɪ'mædʒɪn,,v.想像，设想,外研社初中
bottom,'bɑtəm,,n.底部；下端,外研社初中
at the bottom of,,,在⋯⋯的底部,外研社初中
wrong,rɔŋ,,a.有毛病的；错误的 ad.不正确地；错误地,外研社初中
What's wrong with ⋯?,,,⋯⋯怎么了？,外研社初中
trouble,'trʌbl,,n.问题；烦恼；困难,外研社初中
lift,lɪft,,v.举起；抬起；提起 n.电梯,外研社初中
lift up,,,抬起；提起,外研社初中
harmful,'hɑrmfəl,,a.有害的,外研社初中
drop,drɑp,,v.使落下；投下,外研社初中
training,'trenɪŋ,,n.训练；培训,外研社初中
make sure,mek ʃʊər,,确保；确认,外研社初中
cover,'kʌvɚ,,v.盖；盖上,外研社初中
earthquake,'ɝθ'kwek,,n.地震,外研社初中
warn,wɔrn,,v.警告；告诫,外研社初中
inside,'ɪn'saɪd,,n.内部；里面 ad.在里面；向室内 prep.在⋯⋯里面 prep.在⋯⋯里面 a.里面的；内部的,外研社初中
under,'ʌndɚ,,prep.在⋯⋯正下方；在⋯⋯下面,外研社初中
window,'wɪndo,,n.窗；窗户,外研社初中
keep,kip,,v.(kept) 保持；留在,外研社初中
clear,klɪr,,a.不和⋯⋯接触的；不挨⋯⋯太近的 v.清除；清理；移走,外研社初中
keep clear of ⋯,,,不和⋯⋯接触,外研社初中
calm,kɑm,,a.镇静的；沉着的,外研社初中
brave,brev,,a.勇敢的；无畏的,外研社初中
helpful,'hɛlpfl,,a.有用的；提供帮助的,外研社初中
power,'paʊɚ,,n.电；电力,外研社初中
smell,smɛl,,"v.(smelled, smelled; smelt, smelt) 有……的气味；闻；闻出 n.气味",外研社初中
soft,sɔft,,a.软的；柔软的,外研社初中
sour,'saʊɚ,,a.酸的；馊的,外研社初中
cookie,'kʊki,,n.小甜饼；曲奇饼,外研社初中
mm,əm,,int.呣（用于表示食物味道好）,外研社初中
pizza,'pitsə,,n.比萨饼,外研社初中
lovely,'lʌvli,,a.令人愉快的；可爱的,外研社初中
done,dʌn,,a.做完的,外研社初中
try,traɪ,,n.尝试；努力,外研社初中
have a try,,,尝一尝；试试看,外研社初中
pie,paɪ,,n.馅饼；派,外研社初中
sound,saʊnd,,v.听起来；令人觉得,外研社初中
sweet tooth,,,对甜食的爱好,外研社初中
salt,sɔlt,,n.盐；食盐,外研社初中
jam,dʒæm,,n.果酱,外研社初中
for,fɚ; strong form fɔr,,prep.用于；（表示持续的时间）达，计,外研社初中
favourite,'fevərɪt,,n.最喜欢的人或者事,外研社初中
ear,ɪr,,n.耳朵,外研社初中
glasses,'glæsɪz,,n.[用复数] 眼镜,外研社初中
jeans,dʒi:nz,,n.[用复数] 牛仔裤,外研社初中
nervous,'nɝvəs,,a.情绪不安的；紧张的,外研社初中
fair,fɛr,,a.（头发）金色的，浅褐色的,外研社初中
pretty,ˈprɪtɪ,,a.秀丽的；标致的,外研社初中
proud,praʊd,,a.感到自豪的；感到骄傲的,外研社初中
be proud of …,,,为……而感到到骄傲,外研社初中
stranger,'strendʒɚ,,n.陌生人,外研社初中
message,'mɛsɪdʒ,,n.电子邮件；口信；信息,外研社初中
sb. can't wait,,,某人等不及了,外研社初中
hobby,'hɑbi,,n.业余爱好,外研社初中
at school,,,在学校；上学,外研社初中
in,ɪn,,"prep.参加；加入,在……期间,用，按照，以（某方式或风格）",外研社初中
mark,mɑːk,,n.分数,外研社初中
love,lʌv,,n.（用于信尾）爱你的……,外研社初中
ever,'ɛvɚ,,ad.曾经；从来；在任何时候,外研社初中
enter,'ɛntɚ,,v.（使）参加；（使）报名,外研社初中
competition,",kɑmpə'tɪʃən",,n.比赛；竞争,外研社初中
prize,praɪz,,n.奖品；奖项,外研社初中
first prize,,,一等奖,外研社初中
dream,drim,,"n.梦；梦想；[只用于名词前] 梦寐以求的 v.(dreamed, dreamed; dreamt, dreamt) 做梦；梦到；梦想",外研社初中
afford,ə'fɔrd,,v.（有财力）买得起，付得起,外研社初中
write about,,,编写；写作,外研社初中
make up,,,编写；创作,外研社初中
invite,ɪn'vaɪt,,v.邀请,外研社初中
move,muv,,v.搬家；改变……的位置,外研社初中
send,sɛnd,,"v.(sent, sent) 派遣去；命令……去",外研社初中
Germany,'dʒɝməni,,n.德国,外研社初中
France,frɑːns,,n.法国,外研社初中
tower,'taʊɚ,,n.塔,外研社初中
ancient,ˈenʃənt,,a.古老的；古代的,外研社初中
king,kɪŋ,,n.国王；君王,外研社初中
queen,kwin,,n.女王；王后,外研社初中
Arabic,ˈærəbɪk,,n.阿拉伯语,外研社初中
way,we,,n.方面；态度,外研社初中
mix,mɪks,,v.相混合；融合,外研社初中
miss,mɪs,,v.惦念；怀念；想念,外研社初中
count,kaʊnt,,v.数；清点,外研社初中
count down,,,倒数；倒计时,外研社初中
earth,ɝθ,,n.地球,外研社初中
moon,mun,,n.月亮；月球,外研社初中
news,nuz,,n.新闻；消息,外研社初中
planet,'plænɪt,,n.行星,外研社初中
reach,ritʃ,,v.到达；抵达,外研社初中
yet,jɛt,,ad.还，尚（用于表示某事在某一时间尚未发生，但未来也许会发生）,外研社初中
just,dʒʌst,,ad.刚才；刚刚,外研社初中
model,'mɑdl,,n.模型,外研社初中
spaceship,'spesʃɪp,,n.航天器；宇宙飞船,外研社初中
project,prəˈdʒɛkt; prɑdʒɛkt,,n.计划；工程；项目,外研社初中
no problem,,,没问题（用于表示乐于做某人要求做的事）,外研社初中
latest,'letɪst,,a.最近的；最新的,外研社初中
on,ɑn,,prep.在（播放）中；关于……,外研社初中
discover,dɪ'skʌvɚ,,v.发现；找到,外研社初中
astronaut,'æstrəˌnɔt,,n.宇航员,外研社初中
space travel,,,航天旅行,外研社初中
none,nʌn,,pron.没有一人；没有一个；一点儿也没有,外研社初中
environment,ɪn'vaɪrənmənt,,n.环境,外研社初中
that,ðæt,,pron.那；那个（指代已被提及的事物）,外研社初中
solar,'solɚ,,a.太阳的；与太阳有关的,外研社初中
system,'sɪstəm,,n.系统；体系,外研社初中
solar system,,,星系；（尤指）太阳系,外研社初中
group,ɡrup,,n.群；组,外研社初中
galaxy,'ɡæləksi,,n.星系,外研社初中
universe,'junɪvɝs,,n.宇宙,外研社初中
light,laɪt,,n.光；光线；光亮,外研社初中
impossible,ɪm'pɑsəbl,,a.（事情）办不到的，不可能的,外研社初中
out,aʊt,,ad.在远方,外研社初中
communicate,kə'mjunɪket,,v.联系；交流,外研社初中
cough,kɔf,,n.咳嗽 v.咳嗽,外研社初中
fever,'fivɚ,,n.发烧；发热,外研社初中
headache,ˈhɛdˌek,,n.头痛,外研社初中
stomach,'stʌmək,,n.腹部；肚子,外研社初中
ache,ek,,n.痛；疼痛,外研社初中
stomach ache,ˈstʌmək eɪk,,胃痛；腹痛,外研社初中
toothache,'tuθek,,n.牙痛,外研社初中
ill,ɪl,,a.不健康的；有病的,外研社初中
this,ðɪs,,pron.这，这个（指刚提到的或显而易见的人、物或事实等）,外研社初中
since,sɪns,,prep.自……以来 conj.自……以来,外研社初中
cold,kold,,n.感冒；伤风,外研社初中
catch a cold,,,感冒,外研社初中
take,tek,,"v.(took, taken) （用机器）测定，量取，拍摄 （尤指有规律地）吃，喝",外研社初中
take sb.'s temperature,,,量某人的体温,外研社初中
fast food,,,快餐食品,外研社初中
health,hɛlθ,,n.健康（状况）,外研社初中
well,wɛl,,a.健康的,外研社初中
heart,hɑrt,,n.心；心脏,外研社初中
active,'æktɪv,,a.积极的；活跃的,外研社初中
pet,pɛt,,n.宠物；宠畜,外研社初中
member,'mɛmbɚ,,n.成员；会员,外研社初中
take part (in sth.),,,参加，参与（某事）,外研社初中
condition,kən'dɪʃən,,n.状况；身体状况,外研社初中
in excellent condition,,,健康状况很好,外研社初中
sleepy,'slipi,,a.困的；想睡的,外研社初中
then,ðɛn,,ad.当时；那时,外研社初中
daily,'delɪ,,a.每天的；天天的,外研社初中
weak,wik,,a.弱的；虚弱的,外研社初中
illness,'ɪlnəs,,n.病；疾病,外研社初中
exercise,'ɛksɚsaɪz,,v.运动；锻炼,外研社初中
awful,'ɔfl,,a.极讨厌的；极坏的,外研社初中
feel awful,,,感到不舒服,外研社初中
all over,,,浑身；到处,外研社初中
perhaps,pərˈhæps,,ad.可能；也许,外研社初中
cartoon,kɑr'tun,,n.漫画；动画片,外研社初中
handsome,'hænsəm,,a.漂亮的；英俊的,外研社初中
smart,smɑrt,,a.聪明的；机灵的,外研社初中
sky,skaɪ,,n.天；天空,外研社初中
fight,faɪt,,"v.(fought, fought) 与……战斗 n.战斗；斗争",外研社初中
cool,kul,,a.时髦的；酷的,外研社初中
hero,'hɪro,,n.英雄；男主角,外研社初中
humorous,'hjumərəs,,a.幽默的；滑稽的,外研社初中
can't help doing sth.,,,忍不住做某事,外研社初中
laugh,læf,,v.笑；发笑,外研社初中
lesson,'lɛsn,,n.经验；教训,外研社初中
orange-and-white,,,a.橙白相间的,外研社初中
ugly,'ʌɡli,,a.难看的；丑陋的,外研社初中
win the heart of sb.,,,赢得某人的心,外研社初中
schoolbag,ˈskulˌbæɡ,,n.书包,外研社初中
lead,lid; lɛd,,"v.(led, led) 领导；率领",外研社初中
clever,'klɛvɚ,,a.聪明的；机灵的,外研社初中
as,æz; əz,,conj.当……时,外研社初中
mess,mɛs,,n.脏乱；凌乱,外研社初中
heaven,ˈhɛvən,,n.天国；天堂,外研社初中
expect,ɪk'spɛkt,,v.期盼；等待,外研社初中
artist,'ɑrtɪst,,n.艺术节；画家,外研社初中
invent,ɪn'vɛnt,,v.发明；创造,外研社初中
copy,'kɑpi,,n.（一）本；（一）份,外研社初中
black-and-white,'blækən'hwait,,a.黑白的,外研社初中
own,on,,a.自己的,外研社初中
private,ˈpraɪvɪt,,a.私人的；个人的,外研社初中
create,krɪ'et,,v.创造,外研社初中
satisfy,'sætɪsfaɪ,,v.满足；使满意,外研社初中
fan,fæn,,n.扇子,外研社初中
stamp,stæmp,,n.邮票,外研社初中
tidy up,,,使整齐；使整洁,外研社初中
shelf,ʃɛlf,,n.隔板；架子,外研社初中
have a look,,,看一看,外研社初中
As,æz; əz,,prep.作为；当,外研社初中
coin,kɔɪn,,n.硬币,外研社初中
note,not,,n.纸币,外研社初中
pound,paʊnd,,n.英镑,外研社初中
dollar,'dɑlɚ,,n.（美国、加拿大、澳大利亚等国的货币单位）元,外研社初中
must,mʌst,,v aux.一定，肯定（用于表示某事可能是真实的）,外研社初中
valuable,ˈvæljuəbəl; ˈvæljə-,,a.值钱的；有价值的,外研社初中
with,wɪð; wɪθ,,prep.用……,外研社初中
value,'vælju,,n.价值；有用性,外研社初中
Just,dʒʌst,,ad.只是；仅仅,外研社初中
person,'pɝsn,,n.人（通常指成年人）,外研社初中
interest,'ɪntrəst,,n.兴趣；爱好,外研社初中
skill,skɪl,,n.技能；技艺,外研社初中
activity,ækˈtɪvətɪ,,n.活动,外研社初中
sailing,'selɪŋ,,n.航海；航行,外研社初中
come out,,,出版；问世,外研社初中
result,rɪ'zʌlt,,n.结果；后果,外研社初中
as a result,,,结果；因此,外研社初中
pleasure,ˈplɛʒɚ,,n.愉悦；快乐,外研社初中
success,sək'sɛs,,n.成功；成就,外研社初中
list,lɪst,,n.名单；清单,外研社初中
make a list,,,列清单,外研社初中
crazy,'krezi,,a.发疯的；荒唐的,外研社初中
at the end of,,,在……的结尾；在……的末端,外研社初中
shorts,ʃɔrts,,n.[用复数] 短裤,外研社初中
trousers,'traʊzɚz,,n.[用复数] 裤子,外研社初中
sunglasses,'sʌnɡlæsɪz,,n.[用复数] 太阳镜；墨镜,外研社初中
homestay,'homste,,n.家庭寄宿,外研社初中
weigh,weɪ,,v.重量有……；重……,外研社初中
total,'totl,,a.总的；全部的,外研社初中
weight,wet,,n.重量,外研社初中
passport,'pæspɔrt,,n.护照,外研社初中
culture,'kʌltʃɚ,,n.文化,外研社初中
at the same time,,,同时,外研社初中
last,læst,,v.持续；延续,外研社初中
depend,dɪ'pɛnd,,v.视……而定；决定（于）,外研社初中
depend on,,,取决于；决定于,外研社初中
provide,prə'vaɪd,,v.提供；供应,外研社初中
test,tɛst,,n.测验；考试 v.测验；考察,外研社初中
progress,'prɑɡrɛs,,n.进步；进展 v.（继续）发展，推进,外研社初中
guest,ɡɛst,,n.客人；宾客,外研社初中
daily life,,,日常生活,外研社初中
form,fɔrm,,v.形成 n.表格,外研社初中
friendship,'frɛndʃɪp,,n.友谊；友好,外研社初中
stay in touch (with sb.),,,（与某人）保持联系,外研社初中
prefer,prɪ'fɝ,,v.更喜爱；钟爱,外研社初中
certain,'sɝtn,,a.确定的；无疑的,外研社初中
fill,fɪl,,v.填满；填充,外研社初中
fill out,,,填写；填充,外研社初中
hardly,'hɑrdli,,ad.几乎不；几乎没,外研社初中
take up,,,占去（时间或空间）,外研社初中
point out,,,指出；指明,外研社初中
sights,saits,,n.[用复数] 风景；名胜,外研社初中
